"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"market_by_tnved"@;@"fm"@;@"pl_2"@;@"coef_gotovnosti"@;@"pl_3"@;@"ilp"
"2916310000"@;@457 645@;@9 169@;@@;@@;@@;@@;@457 645@;@@;@@;@0,3@;@@;@0,56
"8422400005"@;@242 712@;@25@;@@;@@;@@;@@;@242 712@;@@;@@;@0,3@;@@;@0,56
"5905001000"@;@9 389@;@@;@7 244@;@7 244@;@7 244@;@@;@16 633@;@0@;@0@;@0,3@;@0@;@0,34
"8704329803"@;@@;@217 017@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"7320208509"@;@@;@@;@1 366 951@;@1 366 951@;@1 167 246@;@75 051@;@1 167 246@;@0@;@@;@0,3@;@@;@
"1704109000"@;@@;@@;@687 759@;@750 310@;@679 939@;@71 025@;@679 939@;@62 551@;@@;@0,3@;@@;@
"5513231000"@;@78 911@;@@;@@;@@;@@;@@;@78 911@;@@;@@;@0@;@@;@0,5
"0303891070"@;@12 586@;@73 563@;@@;@@;@@;@@;@12 586@;@@;@@;@0,3@;@@;@0,56
"8802200001"@;@206 040@;@@;@@;@@;@@;@@;@206 040@;@@;@@;@0@;@@;@0,5
"0302519000"@;@121@;@@;@@;@@;@@;@@;@121@;@@;@@;@0@;@@;@0,5
"3104205000"@;@8 122@;@40 063 285@;@60 310 646@;@66 093 859@;@54 521 107@;@22 387 801@;@37 930 967@;@5 783 213@;@8 122@;@1@;@8 122@;@100
"2508100000"@;@933 955@;@197 541@;@2 406 603@;@2 506 635@;@2 386 946@;@44 019@;@3 296 539@;@100 032@;@100 032@;@1@;@100 032@;@0,37
"3703100001"@;@621@;@@;@93 601@;@93 601@;@10 117@;@83 484@;@10 738@;@0@;@0@;@0,3@;@0@;@0,09
"4818901000"@;@7 283@;@@;@89 973@;@92 533@;@87 177@;@2 795@;@94 461@;@2 560@;@2 560@;@0,3@;@768@;@0,2
"4601940500"@;@1 931@;@@;@@;@@;@@;@@;@1 931@;@@;@@;@0@;@@;@0,5
"8430610000"@;@221 013@;@@;@@;@@;@@;@@;@221 013@;@@;@@;@0@;@@;@0,5
"8542325500"@;@40 247@;@@;@@;@@;@@;@@;@40 247@;@@;@@;@0@;@@;@0,5
"8523599900"@;@93 273@;@59 347@;@@;@@;@@;@@;@93 273@;@@;@@;@0,3@;@@;@0,56
"2309909601"@;@549 350@;@43 823@;@32 230 356@;@33 183 832@;@16 375 434@;@8 064 835@;@24 714 871@;@953 476@;@549 350@;@0,6@;@329 610@;@0,65
"2849200000"@;@17 628@;@@;@@;@@;@@;@@;@17 628@;@@;@@;@0@;@@;@0,5
"4008211000"@;@84 905@;@12 038@;@794 599@;@852 715@;@756 969@;@37 630@;@841 874@;@58 116@;@58 116@;@1@;@58 116@;@0,46
"8108200001"@;@340@;@@;@@;@@;@@;@@;@340@;@@;@@;@0@;@@;@0,5
"2009905908"@;@339 026@;@41 955@;@@;@@;@@;@@;@339 026@;@@;@@;@0,3@;@@;@0,56
"0301110000"@;@66 256@;@@;@@;@@;@@;@@;@66 256@;@@;@@;@0@;@@;@0,5
"8523511000"@;@1 050 584@;@146@;@@;@@;@@;@@;@1 050 584@;@@;@@;@0,3@;@@;@0,56
"8543708000"@;@18 477 791@;@140 760@;@99 033@;@99 033@;@99 033@;@@;@18 436 064@;@0@;@0@;@1@;@0@;@0,7
"7419100000"@;@@;@@;@77 653@;@88 713@;@77 653@;@@;@77 653@;@11 060@;@@;@0,3@;@@;@
"3201909000"@;@62 714@;@@;@@;@@;@@;@@;@62 714@;@@;@@;@0@;@@;@0,5
"1905401000"@;@8 897 340@;@22 542@;@9 839 981@;@9 880 744@;@9 569 912@;@308 757@;@18 428 564@;@40 763@;@40 763@;@0,6@;@24 457,8@;@0,36
"2009901901"@;@@;@@;@37 514@;@38 526@;@37 514@;@@;@37 514@;@1 012@;@@;@0,3@;@@;@
"5901900000"@;@203 447@;@250 808@;@3 500@;@3 500@;@3 500@;@@;@206 947@;@0@;@0@;@0,6@;@0@;@0,61
"2009199809"@;@118 407@;@922@;@@;@@;@@;@@;@118 407@;@@;@@;@0,3@;@@;@0,56
"7318230001"@;@51@;@@;@11 010@;@13 054@;@11 010@;@@;@11 061@;@2 044@;@51@;@0,3@;@15,3@;@12,09
"8476810000"@;@87 435@;@6 585@;@@;@@;@@;@@;@87 435@;@@;@@;@0,3@;@@;@0,56
"4706920000"@;@58 490@;@@;@158@;@158@;@158@;@@;@58 648@;@0@;@0@;@0,3@;@0@;@0,56
"4802690000"@;@156 232@;@8 648@;@8 653@;@12 980@;@8 653@;@@;@156 237@;@4 327@;@4 327@;@1@;@4 327@;@0,71
"0403909100"@;@6 573 952@;@@;@@;@@;@@;@@;@6 573 952@;@@;@@;@0@;@@;@0,5
"3808928000"@;@6 199 847@;@785 861@;@1 194 931@;@1 206 151@;@750 129@;@18 355@;@6 590 562@;@11 220@;@11 220@;@0,6@;@6 732@;@0,59
"6005385000"@;@65@;@@;@@;@@;@@;@@;@65@;@@;@@;@0@;@@;@0,5
"8503009100"@;@451 055@;@@;@3 928@;@3 928@;@3 928@;@@;@454 983@;@0@;@0@;@0,7@;@0@;@0,64
"1601009909"@;@2 410 164@;@712 934@;@477 326@;@509 633@;@477 326@;@@;@2 174 556@;@32 307@;@32 307@;@0,6@;@19 384,2@;@0,68
"7312108909"@;@@;@@;@81 735@;@85 051@;@81 735@;@@;@81 735@;@3 316@;@@;@0,3@;@@;@
"2710122509"@;@13 036 930@;@@;@@;@@;@@;@@;@13 036 930@;@@;@@;@0@;@@;@0,5
"8542900000"@;@54 995@;@2 194@;@@;@@;@@;@@;@54 995@;@@;@@;@0,3@;@@;@0,56
"9503005000"@;@@;@@;@38 130@;@@;@38 130@;@@;@38 130@;@@;@@;@0,3@;@@;@
"1302201000"@;@1 395 704@;@@;@9 205@;@9 205@;@9 205@;@@;@1 404 909@;@0@;@0@;@0,3@;@0@;@0,56
"6811810000"@;@@;@@;@9 062 378@;@9 075 836@;@8 488 885@;@57 349@;@8 488 885@;@13 458@;@@;@0,3@;@@;@
"6204430000"@;@1 475 727@;@131 794@;@2 303 820@;@3 229 506@;@2 228 781@;@76 775@;@3 702 772@;@925 686@;@925 686@;@1@;@925 686@;@0,59
"8527913500"@;@60 927@;@@;@@;@@;@@;@@;@60 927@;@@;@@;@0@;@@;@0,5
"8417807000"@;@198 195 644@;@27 395@;@@;@@;@@;@@;@198 195 644@;@@;@@;@0,3@;@@;@0,56
"6204191000"@;@17 459@;@@;@60 671@;@60 671@;@65 152@;@36 451@;@41 679@;@0@;@0@;@0,3@;@0@;@0,27
"6001220000"@;@1 112 429@;@554 434@;@@;@@;@@;@@;@1 112 429@;@@;@@;@0,3@;@@;@0,56
"7207191900"@;@@;@@;@187 594@;@187 594@;@187 594@;@5 504@;@187 594@;@0@;@@;@0,3@;@@;@
"8487109000"@;@8 030@;@@;@@;@@;@@;@@;@8 030@;@@;@@;@0@;@@;@0,5
"0602904700"@;@6 420 804@;@289 049@;@@;@@;@@;@@;@6 420 804@;@@;@@;@0,7@;@@;@0,64
"3206200000"@;@88 184@;@@;@@;@@;@@;@@;@88 184@;@@;@@;@0@;@@;@0,5
"0406200000"@;@103 381@;@142@;@@;@@;@@;@@;@103 381@;@@;@@;@0,3@;@@;@0,56
"0704901001"@;@@;@34 492 398@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"7013919000"@;@19 312@;@@;@@;@@;@@;@@;@19 312@;@@;@@;@0@;@@;@0,5
"0710807000"@;@267@;@13 262@;@@;@@;@@;@@;@267@;@@;@@;@0,3@;@@;@0,56
"8451400002"@;@651 174@;@@;@@;@@;@@;@@;@651 174@;@@;@@;@0@;@@;@0,5
"502100000"@;@@;@@;@117 195@;@117 195@;@117 195@;@@;@117 195@;@0@;@@;@0,3@;@@;@
"2906131000"@;@293@;@@;@@;@@;@@;@@;@293@;@@;@@;@0@;@@;@0,5
"8424890009"@;@18 988 191@;@7 675@;@153 642@;@153 642@;@158 161@;@@;@19 134 158@;@0@;@0@;@0,6@;@0@;@0,62
"3917320002"@;@3 931 351@;@@;@1 464@;@1 464@;@1 464@;@@;@3 932 815@;@0@;@0@;@0,3@;@0@;@0,56
"5205140000"@;@@;@@;@34 872 381@;@41 406 579@;@32 500 464@;@11 388 218@;@32 500 464@;@6 534 198@;@@;@0,3@;@@;@
"0802111000"@;@@;@1 655@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"1901901900"@;@55 213@;@@;@273 120@;@349 256@;@275 483@;@3 514@;@324 819@;@76 136@;@55 213@;@0,3@;@16 563,9@;@0,56
"1514199001"@;@269 089@;@@;@120 906@;@134 340@;@@;@120 906@;@269 089@;@13 434@;@13 434@;@0,3@;@4 030,2@;@0,57
"6808000000"@;@575 043@;@145 735@;@16 907 567@;@17 151 845@;@11 201 631@;@5 794 126@;@11 688 484@;@244 278@;@244 278@;@0,6@;@146 566,8@;@0,27
"8711209200"@;@70 072@;@@;@@;@@;@@;@@;@70 072@;@@;@@;@0@;@@;@0,5
"2208905601"@;@1 663@;@@;@@;@@;@@;@@;@1 663@;@@;@@;@0@;@@;@0,5
"8524110031"@;@10 998 178@;@366 731@;@@;@@;@@;@@;@10 998 178@;@@;@@;@0,3@;@@;@0,56
"902300009"@;@@;@@;@5 116 701@;@7 481 880@;@5 277 539@;@152 266@;@5 277 539@;@2 365 179@;@@;@0,3@;@@;@
"9017809000"@;@154 289@;@4 986@;@6 996@;@6 996@;@6 741@;@318@;@155 981@;@0@;@0@;@1@;@0@;@0,69
"8421990002"@;@@;@@;@7 227@;@7 227@;@7 227@;@@;@7 227@;@0@;@@;@0,3@;@@;@
"7214919000"@;@15 795@;@@;@@;@@;@@;@@;@15 795@;@@;@@;@0@;@@;@0,5
"9505900000"@;@508 418@;@1 669@;@@;@@;@@;@@;@508 418@;@@;@@;@0,3@;@@;@0,56
"6103109000"@;@37 042@;@358 950@;@802 263@;@977 401@;@959 296@;@22 506@;@816 799@;@175 138@;@37 042@;@1@;@37 042@;@1,64
"7502100000"@;@531 445@;@@;@@;@@;@@;@@;@531 445@;@@;@@;@0@;@@;@0,5
"1602493000"@;@17 224@;@@;@6 721@;@6 721@;@6 721@;@@;@23 945@;@0@;@0@;@0,3@;@0@;@0,42
"3404900009"@;@1 318 677@;@5 409 866@;@@;@@;@@;@@;@1 318 677@;@@;@@;@0,3@;@@;@0,56
"2832300000"@;@86 943@;@@;@@;@@;@@;@@;@86 943@;@@;@@;@0,4@;@@;@0,58
"2614000000"@;@2 593 797@;@@;@@;@@;@@;@@;@2 593 797@;@@;@@;@0@;@@;@0,5
"8903990000"@;@1 361 966@;@11 339@;@@;@@;@@;@@;@1 361 966@;@@;@@;@0,7@;@@;@0,64
"8517711900"@;@8 094 614@;@679@;@@;@@;@@;@@;@8 094 614@;@@;@@;@0,3@;@@;@0,56
"1107109100"@;@182 002@;@@;@@;@@;@@;@@;@182 002@;@@;@@;@0@;@@;@0,5
"8419190000"@;@3 111 467@;@94 714@;@1 008 497@;@1 038 940@;@1 008 497@;@366 856@;@3 658 394@;@30 443@;@30 443@;@1@;@30 443@;@0,63
"5601221000"@;@22 805 865@;@1 663 895@;@1 873 907@;@4 542 805@;@1 740 273@;@159 695@;@22 856 182@;@2 668 898@;@2 668 898@;@0,6@;@1 601 338,8@;@0,65
"4909009000"@;@@;@@;@56 379@;@111 573@;@56 379@;@@;@56 379@;@55 194@;@@;@0,3@;@@;@
"3808912000"@;@10 633 079@;@56@;@@;@@;@@;@@;@10 633 079@;@@;@@;@0,3@;@@;@0,56
"4406910000"@;@2 176 882@;@2 947@;@284 092@;@284 092@;@284 092@;@@;@2 458 027@;@0@;@0@;@1@;@0@;@0,64
"5901100000"@;@14 400@;@@;@3 114 251@;@3 145 062@;@3 460 562@;@421 131@;@2 707 520@;@30 811@;@14 400@;@0,3@;@4 320@;@0,7
"8481807320"@;@4 619@;@@;@23 395@;@23 395@;@23 001@;@394@;@27 620@;@0@;@0@;@0,7@;@0@;@0,22
"2845100000"@;@59 725@;@@;@@;@@;@@;@@;@59 725@;@@;@@;@0@;@@;@0,5
"8526920000"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"0802520000"@;@30 824@;@567 246@;@@;@@;@@;@@;@30 824@;@@;@@;@0,3@;@@;@0,56
"0206220009"@;@687@;@@;@@;@@;@@;@@;@687@;@@;@@;@0@;@@;@0,5
"1101001509"@;@29 412 303@;@311 452 005@;@9 075 380@;@11 982 475@;@9 028 877@;@432 995@;@38 054 688@;@2 907 095@;@2 907 095@;@1@;@2 907 095@;@0,62
"1701149015"@;@35 250@;@@;@@;@@;@@;@@;@35 250@;@@;@@;@0@;@@;@0,5
"6108310000"@;@184 504@;@30 328 897@;@3 279 085@;@3 335 049@;@1 949 576@;@2 623 719@;@839 870@;@55 964@;@55 964@;@1@;@55 964@;@0,4
"8483902000"@;@@;@@;@72 756@;@90 333@;@72 756@;@@;@72 756@;@17 577@;@@;@0,3@;@@;@
"7305110003"@;@73 124 662@;@@;@@;@@;@@;@@;@73 124 662@;@@;@@;@0@;@@;@0,5
"0404100200"@;@4 197 879@;@77 115@;@@;@@;@@;@@;@4 197 879@;@@;@@;@0,3@;@@;@0,56
"8704229109"@;@@;@@;@3 564 082@;@3 564 082@;@4 784 293@;@1 289 308@;@4 784 293@;@0@;@@;@0,3@;@@;@
"2309904900"@;@@;@@;@1 260 917@;@17 614 417@;@1 249 975@;@33 272@;@1 249 975@;@16 353 500@;@@;@0,3@;@@;@
"3803001000"@;@@;@@;@3 750@;@3 750@;@3 750@;@@;@3 750@;@0@;@@;@0,3@;@@;@
"7019720001"@;@18 494@;@@;@@;@@;@@;@@;@18 494@;@@;@@;@0@;@@;@0,5
"4418201000"@;@@;@@;@5 582 035@;@7 811 406@;@3 596 613@;@1 609 309@;@3 596 613@;@2 229 371@;@@;@0,3@;@@;@
"4002191000"@;@31 507@;@@;@@;@@;@@;@@;@31 507@;@@;@@;@0@;@@;@0,5
"6815910009"@;@3 249 074@;@@;@@;@@;@@;@@;@3 249 074@;@@;@@;@0@;@@;@0,5
"7224900700"@;@3 675 256@;@@;@4 015@;@6 023@;@4 015@;@@;@3 679 271@;@2 008@;@2 008@;@0,3@;@602,4@;@0,56
"8424900000"@;@5 082 028@;@24 748@;@@;@@;@@;@@;@5 082 028@;@@;@@;@0,3@;@@;@0,56
"9018509000"@;@7 287 260@;@@;@151 885@;@@;@151 885@;@@;@7 439 145@;@@;@@;@0,3@;@@;@0,55
"6907211000"@;@4 833 553@;@10 800@;@28 147 101@;@28 241 274@;@23 322 520@;@2 504 705@;@30 475 949@;@94 173@;@94 173@;@0,6@;@56 503,8@;@0,21
"9401990002"@;@47 928 458@;@3 807@;@@;@@;@@;@@;@47 928 458@;@@;@@;@0,3@;@@;@0,56
"8523291509"@;@1@;@@;@@;@@;@@;@@;@1@;@@;@@;@0@;@@;@0,5
"8473299000"@;@497 600@;@28@;@@;@@;@@;@@;@497 600@;@@;@@;@0,3@;@@;@0,56
"6102301000"@;@195 223@;@414@;@74 357@;@74 357@;@74 357@;@@;@269 166@;@0@;@0@;@1@;@0@;@0,56
"3808918000"@;@25 445 676@;@307 439@;@101 754@;@101 754@;@335 827@;@24 497@;@25 215 494@;@0@;@0@;@1@;@0@;@0,7
"1602508000"@;@@;@@;@4 977@;@29 862@;@4 740@;@237@;@4 740@;@24 885@;@@;@0,3@;@@;@
"3921906000"@;@37 269 945@;@2 835 343@;@4 552 708@;@5 214 329@;@4 629 166@;@2 808 109@;@36 179 201@;@661 621@;@661 621@;@1@;@661 621@;@0,72
"2912120000"@;@119@;@@;@@;@@;@@;@@;@119@;@@;@@;@0@;@@;@0,5
"8708939009"@;@8 445 127@;@115 083@;@1 151 219@;@1 151 219@;@1 151 219@;@75 051@;@9 406 212@;@0@;@0@;@0,6@;@0@;@0,57
"0407210000"@;@2 153@;@13 558 024@;@@;@@;@@;@@;@2 153@;@@;@@;@0,7@;@@;@0,64
"3816000000"@;@8 553 427@;@34 960@;@26 939 000@;@27 204 638@;@24 960 347@;@4 272 530@;@31 219 897@;@265 638@;@265 638@;@1@;@265 638@;@0,35
"3301297900"@;@21 068@;@@;@@;@@;@@;@@;@21 068@;@@;@@;@0@;@@;@0,5
"4811510009"@;@31 592 328@;@334 259@;@@;@@;@@;@@;@31 592 328@;@@;@@;@0,3@;@@;@0,56
"0406908200"@;@131 499@;@@;@@;@@;@@;@@;@131 499@;@@;@@;@0@;@@;@0,5
"7326200001"@;@157 265@;@2 529@;@3 234 514@;@3 295 929@;@3 234 514@;@220@;@3 391 559@;@61 415@;@61 415@;@1@;@61 415@;@0,34
"4302304590"@;@18 750@;@@;@@;@@;@@;@@;@18 750@;@@;@@;@0@;@@;@0,5
"2837200000"@;@12 334@;@@;@@;@@;@@;@@;@12 334@;@@;@@;@0,4@;@@;@0,58
"9403700000"@;@@;@@;@27 575@;@28 365@;@27 575@;@@;@27 575@;@790@;@@;@0,3@;@@;@
"6210109000"@;@@;@@;@150 153@;@284 506@;@150 153@;@@;@150 153@;@134 353@;@@;@0,3@;@@;@
"4601931000"@;@@;@@;@3 642@;@3 642@;@3 642@;@@;@3 642@;@0@;@@;@0,3@;@@;@
"9506112900"@;@50 971@;@@;@@;@@;@@;@@;@50 971@;@@;@@;@0@;@@;@0,5
"8483508009"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"7220902000"@;@@;@@;@61 675@;@61 675@;@61 675@;@@;@61 675@;@0@;@@;@0,3@;@@;@
"2204109100"@;@101 399@;@@;@@;@@;@@;@@;@101 399@;@@;@@;@0@;@@;@0,5
"8515809000"@;@3 386 791@;@17 053@;@3 571@;@4 190@;@3 413@;@158@;@3 373 151@;@619@;@619@;@0,6@;@371,4@;@0,62
"2009893809"@;@@;@@;@7 698 017@;@7 698 017@;@2 162 887@;@1 506 057@;@2 162 887@;@0@;@@;@0,3@;@@;@
"3802900000"@;@1 269 758@;@235 718@;@847 302@;@847 302@;@752 888@;@88 884@;@1 792 458@;@0@;@0@;@1@;@0@;@0,55
"2915500000"@;@306 269@;@@;@@;@@;@@;@@;@306 269@;@@;@@;@0@;@@;@0,5
"0813200000"@;@552 844@;@39 029 649@;@@;@@;@@;@@;@552 844@;@@;@@;@0,3@;@@;@0,56
"2930909500"@;@14 796 436@;@11 023 142@;@6 864 597@;@9 347 798@;@6 998 056@;@286 884@;@21 374 149@;@2 483 201@;@2 483 201@;@1@;@2 483 201@;@0,6
"2903220000"@;@11 444@;@@;@@;@@;@@;@@;@11 444@;@@;@@;@0@;@@;@0,5
"0203295900"@;@3 335@;@@;@@;@@;@@;@@;@3 335@;@@;@@;@0@;@@;@0,5
"0909220000"@;@156 960@;@29 043@;@@;@@;@@;@@;@156 960@;@@;@@;@0,3@;@@;@0,56
"8462690099"@;@36 545@;@@;@@;@@;@@;@@;@36 545@;@@;@@;@0@;@@;@0,5
"8432100000"@;@4 920 976@;@46@;@2 860 375@;@3 478 918@;@919 237@;@267 734@;@7 513 571@;@618 543@;@618 543@;@0,6@;@371 125,8@;@0,49
"8481401000"@;@2 716 610@;@768@;@90 274@;@344 699@;@74 459@;@17 985@;@2 788 131@;@254 425@;@254 425@;@1@;@254 425@;@0,72
"1602909500"@;@@;@@;@454 285@;@482 112@;@426 189@;@66 109@;@426 189@;@27 827@;@@;@0,3@;@@;@
"7302400000"@;@240 745@;@6 241@;@1 602 853@;@1 602 853@;@1 602 853@;@@;@1 843 598@;@0@;@0@;@1@;@0@;@0,27
"8712003000"@;@1 876 570@;@456 707@;@8 496 239@;@8 501 285@;@7 623 882@;@1 163 153@;@9 209 656@;@5 046@;@5 046@;@0,6@;@3 027,6@;@0,22
"2934100000"@;@491 285@;@@;@@;@@;@@;@@;@491 285@;@@;@@;@0@;@@;@0,5
"7403290000"@;@18 253@;@@;@@;@@;@@;@@;@18 253@;@@;@@;@0,4@;@@;@0,58
"7304293009"@;@64 369 696@;@@;@@;@@;@@;@@;@64 369 696@;@@;@@;@0@;@@;@0,5
"7013911000"@;@63 829@;@@;@@;@@;@@;@@;@63 829@;@@;@@;@0@;@@;@0,5
"9025198001"@;@312 567@;@@;@@;@@;@@;@@;@312 567@;@@;@@;@0@;@@;@0,5
"1401200000"@;@416@;@@;@@;@@;@@;@@;@416@;@@;@@;@0@;@@;@0,5
"6110901000"@;@63 125@;@@;@22 992 559@;@25 947 417@;@17 995 153@;@5 067 191@;@17 988 493@;@2 954 858@;@63 125@;@0,3@;@18 937,5@;@14,1
"2204218000"@;@238 304@;@@;@91 218@;@93 443@;@108 802@;@287@;@329 235@;@2 225@;@2 225@;@0,3@;@667,5@;@0,42
"8406820000"@;@11 602 501@;@@;@@;@@;@@;@@;@11 602 501@;@@;@@;@0@;@@;@0,5
"6115301900"@;@5 279@;@@;@@;@@;@@;@@;@5 279@;@@;@@;@0@;@@;@0,5
"8483405101"@;@@;@@;@10 270@;@11 060@;@10 270@;@@;@10 270@;@790@;@@;@0,3@;@@;@
"1101009000"@;@38 510@;@@;@27 797 201@;@27 803 394@;@23 831 806@;@4 146 298@;@23 689 413@;@6 193@;@6 193@;@0,3@;@1 857,9@;@0,11
"6914900000"@;@415 927@;@16 816@;@146 131@;@146 131@;@146 131@;@@;@545 242@;@0@;@0@;@0,6@;@0@;@0,5
"2204211100"@;@11 915@;@@;@@;@@;@@;@@;@11 915@;@@;@@;@0@;@@;@0,5
"3105590000"@;@9 670 361@;@10 036 043@;@103 054 392@;@254 820 074@;@89 294 541@;@32 046 204@;@80 678 549@;@151 765 682@;@9 670 361@;@0,6@;@5 802 216,6@;@4,89
"5506200000"@;@49@;@@;@1 504 137@;@1 984 122@;@1 516 527@;@1 320 265@;@183 921@;@479 985@;@49@;@0,3@;@14,7@;@100
"2710196409"@;@47 059 659@;@49 370@;@@;@@;@@;@@;@47 059 659@;@@;@@;@0,3@;@@;@0,56
"7224909000"@;@16 769@;@@;@5 876@;@7 835@;@5 876@;@@;@22 645@;@1 959@;@1 959@;@0,3@;@587,7@;@0,47
"3907400009"@;@11 869 943@;@1 517 747@;@@;@@;@@;@@;@11 869 943@;@@;@@;@0,3@;@@;@0,56
"5515119000"@;@@;@@;@551 811@;@609 517@;@528 179@;@21 585@;@528 179@;@57 706@;@@;@0,3@;@@;@
"2506200000"@;@75 305@;@103 405@;@3 328 973@;@3 351 846@;@63 150@;@3 095 435@;@308 843@;@22 873@;@22 873@;@0,6@;@13 723,8@;@0,33
"7213911000"@;@1 698 759@;@@;@10 807@;@13 380@;@10 807@;@@;@1 709 566@;@2 573@;@2 573@;@0,3@;@771,9@;@0,56
"2002903900"@;@353 812@;@158 747@;@43 450@;@49 375@;@35 550@;@7 900@;@230 615@;@5 925@;@5 925@;@1@;@5 925@;@0,97
"0802220000"@;@154 984@;@@;@@;@@;@@;@@;@154 984@;@@;@@;@0@;@@;@0,5
"3917101000"@;@475 032@;@20@;@@;@@;@@;@@;@475 032@;@@;@@;@0,3@;@@;@0,56
"8462900095"@;@104 519@;@@;@@;@@;@@;@@;@104 519@;@@;@@;@0@;@@;@0,5
"7222405000"@;@51 421@;@@;@2 242 767@;@2 385 162@;@2 242 767@;@13 153@;@2 281 035@;@142 395@;@51 421@;@0,3@;@15 426,3@;@0,9
"3923301010"@;@3 307 257@;@12 778 666@;@54 014 126@;@63 050 764@;@47 534 022@;@8 733 700@;@48 587 683@;@9 036 638@;@3 307 257@;@0,6@;@1 984 354,2@;@0,97
"6203425900"@;@5 649@;@10 018@;@3 324@;@3 324@;@3 324@;@@;@8 973@;@0@;@0@;@0,6@;@0@;@0,43
"1905903000"@;@92 588@;@46 772@;@120 015 260@;@260 835 482@;@106 069 405@;@14 912 832@;@105 195 016@;@140 820 222@;@92 588@;@1@;@92 588@;@100
"8536209009"@;@@;@@;@138 035@;@138 035@;@43 580@;@94 456@;@43 580@;@0@;@@;@0,3@;@@;@
"8408908500"@;@9 847 961@;@@;@@;@@;@@;@@;@9 847 961@;@@;@@;@0@;@@;@0,5
"8426410007"@;@@;@543 416@;@11 218@;@11 218@;@11 218@;@@;@11 218@;@0@;@@;@0,6@;@@;@
"3825200000"@;@@;@@;@10 839 070@;@@;@10 839 070@;@@;@10 839 070@;@@;@@;@0,3@;@@;@
"0901110009"@;@44 745@;@@;@@;@@;@@;@@;@44 745@;@@;@@;@0@;@@;@0,5
"1512299000"@;@2 185 815@;@19 921 703@;@30 629 427@;@50 766 072@;@28 254 725@;@9 311 252@;@23 503 990@;@20 136 645@;@2 185 815@;@0,6@;@1 311 489@;@2,93
"1209999900"@;@1 808 742@;@32 133@;@@;@@;@@;@@;@1 808 742@;@@;@@;@0,7@;@@;@0,64
"802320000"@;@@;@@;@7 150 839@;@7 376 399@;@6 911 474@;@239 366@;@6 911 474@;@225 560@;@@;@0,3@;@@;@
"2009897901"@;@17 974@;@@;@@;@@;@@;@@;@17 974@;@@;@@;@0@;@@;@0,5
"3926300001"@;@@;@@;@133 599@;@629 120@;@133 599@;@4 392@;@133 599@;@495 521@;@@;@0,3@;@@;@
"9405410039"@;@891 609@;@@;@319 224@;@319 224@;@592 306@;@75 410@;@1 135 423@;@0@;@0@;@0,7@;@0@;@0,53
"8532230000"@;@27 723@;@@;@11 850@;@11 850@;@11 850@;@@;@39 573@;@0@;@0@;@0,3@;@0@;@0,41
"2202100009"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"9022210000"@;@1 413 850@;@@;@@;@@;@@;@@;@1 413 850@;@@;@@;@0@;@@;@0,5
"3912909000"@;@719 443@;@@;@805 620@;@887 550@;@805 620@;@@;@1 525 063@;@81 930@;@81 930@;@0,7@;@57 351@;@0,41
"0406907500"@;@1 618@;@@;@@;@@;@@;@@;@1 618@;@@;@@;@0@;@@;@0,5
"8535301000"@;@@;@@;@930 096@;@930 096@;@2 128 936@;@83 035@;@2 128 936@;@0@;@@;@0,3@;@@;@
"8201500000"@;@265 653@;@@;@@;@@;@@;@@;@265 653@;@@;@@;@0@;@@;@0,5
"8462690092"@;@9 398@;@@;@@;@@;@@;@@;@9 398@;@@;@@;@0@;@@;@0,5
"8515391300"@;@1 021 163@;@219@;@2 432@;@2 432@;@158@;@2 274@;@1 021 102@;@0@;@0@;@0,6@;@0@;@0,62
"5302900000"@;@476@;@@;@@;@@;@@;@@;@476@;@@;@@;@0@;@@;@0,5
"1905209000"@;@@;@@;@236 182@;@236 182@;@223 705@;@13 475@;@223 705@;@0@;@@;@0,3@;@@;@
"5906999000"@;@575 635@;@@;@5 322@;@5 322@;@5 322@;@@;@580 957@;@0@;@0@;@0,7@;@0@;@0,64
"8518900005"@;@3 798@;@@;@@;@@;@@;@@;@3 798@;@@;@@;@0@;@@;@0,5
"1701910021"@;@171@;@@;@@;@@;@@;@@;@171@;@@;@@;@0@;@@;@0,5
"8406901000"@;@5 600 031@;@@;@28 914@;@28 914@;@28 914@;@@;@5 628 945@;@0@;@0@;@0,3@;@0@;@0,56
"8504901100"@;@64 094@;@@;@679 337@;@730 430@;@679 337@;@@;@743 431@;@51 093@;@51 093@;@0,3@;@15 327,9@;@0,34
"0602400000"@;@479 543@;@369 039@;@@;@@;@@;@@;@479 543@;@@;@@;@0,7@;@@;@0,64
"1001912000"@;@5 236 098@;@74 060@;@@;@@;@@;@@;@5 236 098@;@@;@@;@0,3@;@@;@0,56
"6109903000"@;@@;@@;@7 607 448@;@7 607 448@;@7 607 448@;@3 713@;@7 607 448@;@0@;@@;@0,3@;@@;@
