"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"certificates_count"@;@"avg_localization_rate"@;@"market"@;@"iz"@;@"rp"@;@"hhi"@;@"ci"@;@"manufacturers_count"@;@"pr"@;@"capacity_utilization"@;@"mp"@;@"st"@;@"iri"
"1602493000"@;@17 224@;@@;@6 721@;@6 721@;@6 721@;@@;@@;@@;@23 945@;@71,93@;@71,93@;@9 916,3528@;@99,16@;@1@;@100@;@100@;@0@;@50@;@70,558
"1602495000"@;@1 968@;@@;@1 340 855@;@2 349 207@;@1 345 177@;@35 133@;@@;@@;@1 307 690@;@0,15@;@-2,54@;@10 000@;@100@;@1@;@100@;@57,08@;@42,92@;@50@;@31,352
"1602501000"@;@25 516@;@263 413@;@1 640 002@;@2 043 624@;@845 478@;@1 044 128@;@@;@@;@621 390@;@1,53@;@-163,92@;@9 341,2562@;@93,41@;@4@;@70@;@80,25@;@19,75@;@50@;@-6,672
"1602508000"@;@@;@@;@4 977@;@29 862@;@4 740@;@237@;@@;@@;@4 740@;@@;@-5@;@@;@0@;@1@;@100@;@16,67@;@83,33@;@50@;@19,8
"1602509500"@;@@;@@;@380 182@;@1 258 400@;@349 869@;@33 937@;@@;@@;@349 869@;@@;@-8,66@;@@;@0@;@5@;@70@;@30,21@;@69,79@;@50@;@14,768
"1602509509"@;@1 123 203@;@291 231@;@124 603@;@155 903@;@85 232@;@45 518@;@@;@@;@911 057@;@90,01@;@86,32@;@2 806,5095@;@28,07@;@2@;@100@;@79,92@;@20,08@;@50@;@71,968
"1602901000"@;@@;@@;@1 445 443@;@1 496 949@;@1 445 443@;@6 473@;@@;@@;@1 445 443@;@@;@0@;@@;@0@;@4@;@70@;@96,56@;@3,44@;@50@;@9,8
"1602905100"@;@@;@@;@20 823@;@208 230@;@20 823@;@@;@@;@@;@20 823@;@@;@0@;@@;@0@;@1@;@100@;@10@;@90@;@50@;@21,5
"1602906900"@;@@;@@;@26 928@;@40 392@;@26 867@;@10 352@;@@;@@;@26 867@;@@;@-0,23@;@@;@0@;@1@;@100@;@66,67@;@33,33@;@50@;@15,754
"1602909500"@;@@;@@;@454 285@;@482 112@;@426 189@;@66 109@;@@;@@;@426 189@;@@;@-6,59@;@@;@0@;@5@;@70@;@94,23@;@5,77@;@50@;@8,782
"1602909900"@;@@;@@;@9 789@;@12 236@;@9 789@;@@;@@;@@;@9 789@;@@;@0@;@@;@0@;@1@;@100@;@80@;@20@;@50@;@14,5
"1604110000"@;@12 910@;@@;@213 780@;@253 377@;@213 780@;@@;@@;@@;@226 690@;@5,7@;@5,7@;@10 000@;@100@;@2@;@100@;@84,37@;@15,63@;@50@;@32,52
"1604121000"@;@@;@@;@108 460@;@132 353@;@105 916@;@6 597@;@@;@@;@105 916@;@@;@-2,4@;@@;@0@;@2@;@100@;@81,95@;@18,05@;@50@;@13,82
"1604129100"@;@2 004 199@;@401@;@61 115@;@61 115@;@64 877@;@10 322@;@@;@@;@2 054 591@;@97,04@;@97,03@;@4 862,9478@;@48,63@;@1@;@100@;@100@;@0@;@50@;@78,022
"1604131100"@;@1 320@;@@;@13 035@;@13 035@;@13 035@;@@;@@;@@;@14 355@;@9,2@;@9,2@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@33,02
"1604200500"@;@691 528@;@@;@2 335@;@2 335@;@2 335@;@@;@@;@@;@693 863@;@99,66@;@99,66@;@4 882,3648@;@48,82@;@1@;@100@;@100@;@0@;@50@;@79,596
"1604201000"@;@85 688@;@@;@2 474 869@;@3 762 343@;@2 416 364@;@58 504@;@@;@@;@2 502 053@;@3,35@;@1,09@;@9 219,1217@;@92,19@;@1@;@100@;@65,78@;@34,22@;@50@;@31,258
"1701910011"@;@15 928@;@@;@230 189@;@242 304@;@225 668@;@4 521@;@@;@@;@241 596@;@6,47@;@4,72@;@9 531,52@;@95,32@;@1@;@100@;@95@;@5@;@50@;@30,832
"1701991001"@;@84 351 210@;@848@;@407 143 692@;@759 213 020@;@418 758 383@;@48 134 408@;@@;@@;@443 360 494@;@17,16@;@8,17@;@3 408,7006@;@34,09@;@3@;@100@;@53,63@;@46,37@;@50@;@30,698
"1701991009"@;@76 161 863@;@5 456@;@89 863@;@104 134@;@95 542@;@29 107@;@1@;@100@;@76 217 163@;@99,88@;@99,88@;@3 081,5418@;@30,82@;@2@;@100@;@86,3@;@13,7@;@0@;@75,928
"1701999009"@;@191 243@;@@;@434 907@;@453 975@;@437 651@;@3 389@;@@;@@;@622 761@;@30,54@;@30,16@;@9 077,132@;@90,77@;@4@;@70@;@95,8@;@4,2@;@50@;@41,748
"1702301000"@;@@;@@;@235 914@;@235 914@;@235 914@;@@;@@;@@;@235 914@;@@;@0@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,5
"1702305000"@;@954 554@;@9 776@;@19 943@;@31 161@;@19 943@;@@;@@;@@;@964 721@;@97,95@;@97,93@;@4 059,8433@;@40,6@;@1@;@100@;@64@;@36@;@50@;@80,966
"1702309001"@;@4 085 866@;@192 708@;@1 100 221@;@1 100 221@;@1 051 205@;@106 275@;@@;@@;@4 887 104@;@78,79@;@77,49@;@7 969,5843@;@79,7@;@1@;@100@;@100@;@0@;@50@;@71,514
"1702905000"@;@958 316@;@@;@62 042@;@105 156@;@63 979@;@13 970@;@@;@@;@1 006 388@;@93,92@;@93,84@;@7 700,5414@;@77,01@;@1@;@100@;@59@;@41@;@50@;@84,536
"1702907100"@;@2 442@;@@;@44 549@;@44 549@;@44 549@;@@;@@;@@;@46 991@;@5,2@;@5,2@;@7 875,8528@;@78,76@;@2@;@100@;@100@;@0@;@50@;@27,42
"1702907500"@;@16@;@@;@53 602@;@63 174@;@53 602@;@@;@@;@@;@53 618@;@0,03@;@0,03@;@10 000@;@100@;@1@;@100@;@84,85@;@15,15@;@50@;@29,018
"1702907900"@;@231 279@;@@;@382 874@;@382 874@;@382 874@;@36 965@;@@;@@;@577 188@;@37,66@;@33,67@;@2 970,4511@;@29,7@;@2@;@100@;@100@;@0@;@50@;@38,798
"1702908000"@;@@;@@;@404 061@;@404 061@;@404 061@;@3 321@;@@;@@;@404 061@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"1703100000"@;@@;@@;@351 887@;@678 702@;@328 159@;@58 561@;@@;@@;@328 159@;@@;@-7,23@;@@;@0@;@3@;@100@;@51,85@;@48,15@;@50@;@15,854
"1703900000"@;@258 129@;@414@;@90 873@;@108 182@;@90 873@;@@;@@;@@;@348 588@;@73,96@;@73,93@;@3 807,4746@;@38,07@;@1@;@100@;@84@;@16@;@50@;@64,17
"1704101000"@;@882 082@;@126 662@;@7 654 203@;@7 891 219@;@6 423 922@;@671 022@;@@;@@;@7 865 263@;@10,33@;@2,68@;@6 715,6262@;@67,16@;@6@;@70@;@97@;@3@;@50@;@24,568
"1704109000"@;@@;@@;@687 759@;@750 310@;@679 939@;@71 025@;@@;@@;@679 939@;@@;@-1,15@;@@;@0@;@2@;@100@;@91,66@;@8,34@;@50@;@13,07
"1704109001"@;@87 330@;@96 161@;@7 378 454@;@9 746 967@;@7 371 682@;@491 862@;@@;@@;@6 973 922@;@1,17@;@-5,8@;@6 977,5194@;@69,78@;@1@;@100@;@75,7@;@24,3@;@50@;@24,708
"1704901000"@;@@;@@;@1 173 513@;@1 189 365@;@1 156 528@;@16 985@;@@;@@;@1 156 528@;@@;@-1,47@;@@;@0@;@3@;@100@;@98,67@;@1,33@;@50@;@12,306
"1704905100"@;@340 250@;@@;@467 283@;@469 258@;@467 283@;@@;@@;@@;@807 533@;@42,13@;@42,13@;@3 619,8451@;@36,2@;@3@;@100@;@99,58@;@0,42@;@50@;@43,178
"1704905500"@;@41 834@;@375@;@9 848@;@14 772@;@9 848@;@@;@@;@@;@51 307@;@80,95@;@80,81@;@5 059,4814@;@50,59@;@1@;@100@;@66,67@;@33,33@;@50@;@71,942
"1704906100"@;@@;@@;@160 144@;@165 610@;@160 144@;@15 208@;@@;@@;@160 144@;@@;@0@;@@;@0@;@2@;@100@;@96,7@;@3,3@;@50@;@12,8
"1704906200"@;@2 792 184@;@1 455 219@;@1 561@;@1 561@;@1 561@;@@;@@;@@;@1 338 526@;@99,94@;@99,88@;@3 842,8724@;@38,43@;@1@;@100@;@100@;@0@;@50@;@78,252
"1704906500"@;@17 787 754@;@2 309 638@;@5 950 100@;@6 089 701@;@5 836 576@;@582 654@;@@;@@;@20 845 562@;@74,93@;@71,46@;@1 752,2979@;@17,52@;@4@;@70@;@97,71@;@2,29@;@50@;@56,564
"1704907100"@;@11 999 131@;@864 401@;@5 615 571@;@6 213 688@;@5 015 477@;@745 613@;@1@;@48@;@16 004 688@;@68,12@;@64,91@;@2 562,9274@;@25,63@;@14@;@40@;@90,37@;@9,63@;@0@;@49,03
"1704907500"@;@8 082 074@;@539 425@;@1 086 053@;@1 184 714@;@1 098 418@;@12 435@;@@;@@;@8 616 267@;@88,15@;@87,4@;@3 936,0342@;@39,36@;@6@;@70@;@91,67@;@8,33@;@50@;@68,94
"1704908100"@;@@;@@;@14 100 408@;@17 606 410@;@9 203 329@;@4 993 293@;@@;@@;@9 203 329@;@@;@-53,21@;@@;@0@;@58@;@10@;@80,09@;@19,91@;@50@;@-5,142
"1704908200"@;@845 528@;@825@;@383 224@;@459 126@;@383 224@;@@;@@;@@;@1 227 927@;@68,81@;@68,79@;@9 211,8716@;@92,12@;@6@;@70@;@83,47@;@16,53@;@50@;@66,282
"1704909800"@;@7 527 925@;@1 086 150@;@2 586 616@;@2 988 979@;@2 549 414@;@69 763@;@1@;@95@;@8 958 628@;@74,43@;@71,13@;@2 115,6944@;@21,16@;@17@;@40@;@86,54@;@13,46@;@0@;@52,498
"1704909900"@;@@;@@;@2 008 646@;@2 103 378@;@1 921 150@;@94 375@;@@;@@;@1 921 150@;@@;@-4,55@;@@;@0@;@24@;@10@;@95,5@;@4,5@;@50@;@3,09
"1802000000"@;@1 722@;@@;@79 225@;@83 436@;@11 539@;@71 656@;@@;@@;@9 291@;@2,13@;@-752,71@;@10 000@;@100@;@2@;@100@;@94,95@;@5,05@;@50@;@-121,69
"1803100000"@;@1 572 880@;@@;@85 866@;@92 953@;@85 866@;@1 368@;@@;@@;@1 657 378@;@94,82@;@94,82@;@6 363,3747@;@63,63@;@3@;@100@;@92,38@;@7,62@;@50@;@79,692
"1803200000"@;@@;@@;@28 700@;@34 400@;@28 700@;@7 775@;@@;@@;@28 700@;@@;@0@;@@;@0@;@2@;@100@;@83,43@;@16,57@;@50@;@14,2
"1804000000"@;@1 775 094@;@@;@5 929@;@5 929@;@5 929@;@@;@@;@@;@1 781 023@;@99,67@;@99,67@;@4 557,2454@;@45,57@;@2@;@100@;@100@;@0@;@50@;@79,102
"1805000000"@;@21 855 312@;@152 079@;@49 193@;@49 193@;@49 193@;@@;@@;@@;@21 752 426@;@99,78@;@99,77@;@1 970,951@;@19,71@;@2@;@100@;@100@;@0@;@50@;@75,366
"1806101500"@;@7 469@;@@;@79 084@;@84 471@;@72 645@;@5 532@;@@;@@;@81 021@;@8,63@;@2,39@;@5 538,4778@;@55,38@;@4@;@70@;@93,62@;@6,38@;@50@;@22,33
"1806201000"@;@1 795 286@;@118 688@;@8 224 360@;@8 235 957@;@7 845 944@;@435 407@;@@;@@;@9 584 239@;@17,92@;@14,19@;@3 436,4625@;@34,36@;@18@;@40@;@99,86@;@0,14@;@50@;@21,706
"1806203000"@;@49 397@;@@;@12 118@;@807 867@;@12 118@;@@;@@;@@;@61 515@;@80,3@;@80,3@;@7 078,8966@;@70,79@;@1@;@100@;@1,5@;@98,5@;@50@;@81,18
"1806205000"@;@62@;@@;@69 946@;@76 158@;@69 946@;@@;@@;@@;@70 008@;@0,09@;@0,09@;@10 000@;@100@;@3@;@100@;@91,84@;@8,16@;@50@;@28,354
"1806209500"@;@2 189 819@;@@;@29 312@;@38 288@;@29 312@;@@;@@;@@;@2 219 131@;@98,68@;@98,68@;@3 627,3142@;@36,27@;@3@;@100@;@76,56@;@23,44@;@50@;@79,408
"1806310000"@;@31 206 151@;@750 069@;@1 507 996@;@1 709 463@;@1 487 253@;@42 358@;@@;@@;@31 921 720@;@95,39@;@95,28@;@3 321,11@;@33,21@;@3@;@100@;@88,21@;@11,79@;@50@;@75,912
"1806321000"@;@16 829 375@;@7 569@;@30 084@;@32 035@;@30 084@;@@;@@;@@;@16 851 890@;@99,82@;@99,82@;@3 658,248@;@36,58@;@2@;@100@;@93,91@;@6,09@;@50@;@78,492
"1806329000"@;@16 950 659@;@1 089 890@;@7 509 952@;@7 576 285@;@7 419 550@;@765 283@;@@;@@;@22 605 438@;@69,3@;@66,78@;@2 770,1884@;@27,7@;@7@;@70@;@99,12@;@0,88@;@50@;@54,876
"1806901100"@;@2 392 136@;@@;@243 612@;@982 501@;@243 612@;@@;@@;@@;@2 635 748@;@90,76@;@90,76@;@3 829,7947@;@38,3@;@2@;@100@;@24,8@;@75,2@;@50@;@80,156
"1806901900"@;@61 287 992@;@5 234 643@;@17 336 975@;@23 956 269@;@13 812 108@;@1 707 071@;@@;@@;@71 683 253@;@77,95@;@75,81@;@5 768,1195@;@57,68@;@32@;@10@;@72,37@;@27,63@;@50@;@61,342
"1806903100"@;@2 236 379@;@1 923 720@;@3 150 351@;@3 529 278@;@3 116 670@;@396 603@;@@;@@;@4 990 127@;@41,52@;@36,87@;@4 795,8303@;@47,96@;@8@;@70@;@89,26@;@10,74@;@50@;@41,782
"1806903900"@;@5 328 572@;@134 522@;@947 788@;@986 296@;@937 588@;@20 056@;@@;@@;@6 121 782@;@84,9@;@84,52@;@6 912,802@;@69,13@;@4@;@70@;@96,1@;@3,9@;@50@;@71,164
"1806905001"@;@229 187@;@496@;@2 168 794@;@2 465 393@;@2 011 311@;@146 426@;@@;@@;@2 251 555@;@9,56@;@3,68@;@9 642,2098@;@96,42@;@5@;@70@;@87,97@;@12,03@;@50@;@29,76
"1806905009"@;@19 925 664@;@710 382@;@2 306@;@2 306@;@2 306@;@@;@@;@@;@19 217 588@;@99,99@;@99,99@;@9 392,5@;@93,93@;@1@;@100@;@100@;@0@;@50@;@86,594
"1806906000"@;@5 589 292@;@804 081@;@10 077 171@;@11 981 346@;@10 049 136@;@235 148@;@@;@@;@15 431 315@;@35,68@;@34,7@;@5 152,297@;@51,52@;@3@;@100@;@84,11@;@15,89@;@50@;@43,012
"1806909000"@;@1 214 096@;@67 468@;@69 743@;@69 743@;@69 743@;@@;@@;@@;@1 216 371@;@94,57@;@94,27@;@7 022,8781@;@70,23@;@2@;@100@;@100@;@0@;@50@;@79,682
"1901100000"@;@102 735 751@;@1 594 876@;@280 307@;@298 647@;@280 307@;@1 079@;@@;@@;@101 420 103@;@99,73@;@99,72@;@2 926,8671@;@29,27@;@4@;@70@;@93,86@;@6,14@;@50@;@74,336
"1901200000"@;@954 878@;@91 519@;@4 517 827@;@4 669 093@;@4 083 375@;@877 777@;@@;@@;@4 594 928@;@17,45@;@1,68@;@2 031,4419@;@20,31@;@86@;@10@;@96,76@;@3,24@;@50@;@14,116
"1901901100"@;@@;@@;@2 544 986@;@2 544 986@;@2 549 680@;@177 583@;@@;@@;@2 549 680@;@@;@0,18@;@@;@0@;@15@;@40@;@100@;@0@;@50@;@6,536
"1901901900"@;@55 213@;@@;@273 120@;@349 256@;@275 483@;@3 514@;@@;@@;@324 819@;@16,82@;@15,92@;@3 995,5966@;@39,96@;@7@;@70@;@78,2@;@21,8@;@50@;@27,612
"1901909100"@;@@;@@;@5 809 076@;@5 835 892@;@5 721 841@;@146 340@;@@;@@;@5 721 841@;@@;@-1,52@;@@;@0@;@7@;@70@;@99,54@;@0,46@;@50@;@9,196
"1901909200"@;@581 767@;@@;@1 215 921@;@1 215 921@;@1 215 921@;@33 636@;@@;@@;@1 764 052@;@32,36@;@31,07@;@4 749,9372@;@47,5@;@2@;@100@;@100@;@0@;@50@;@38,758
"1901909800"@;@7 350 180@;@30 990@;@1 935 602@;@3 154 496@;@2 092 879@;@117 957@;@@;@@;@9 136 835@;@79,16@;@78,82@;@4 984,6895@;@49,85@;@2@;@100@;@61,36@;@38,64@;@50@;@71,328
"1901909900"@;@@;@@;@4 188 836@;@4 974 722@;@2 916 275@;@1 141 474@;@@;@@;@2 916 275@;@@;@-43,64@;@@;@0@;@12@;@40@;@84,2@;@15,8@;@50@;@-0,628
"1902110000"@;@365 466@;@@;@10 808 225@;@12 988 852@;@10 246 194@;@1 896 606@;@1@;@100@;@9 277 085@;@3,27@;@-16,5@;@5 486,2688@;@54,86@;@150@;@10@;@83,21@;@16,79@;@0@;@8,908
"1902191000"@;@5 184 333@;@7 972@;@19 433 476@;@20 343 207@;@18 591 638@;@1 460 309@;@@;@@;@23 157 500@;@21,06@;@16,08@;@8 725,0837@;@87,25@;@9@;@70@;@95,53@;@4,47@;@50@;@34,64
"1902199000"@;@1 639 025@;@228 110@;@21 766 170@;@23 767 320@;@20 240 783@;@4 081 905@;@@;@@;@19 323 290@;@7@;@-12,64@;@5 220,2517@;@52,2@;@42@;@10@;@91,58@;@8,42@;@50@;@12,372
"1902201000"@;@9 589@;@@;@214 349@;@216 165@;@214 176@;@173@;@@;@@;@223 765@;@4,28@;@4,21@;@9 777,9058@;@97,78@;@6@;@70@;@99,16@;@0,84@;@50@;@26,854
"1902203000"@;@51 897@;@19 067@;@1 367 932@;@1 368 651@;@1 159 773@;@46 206@;@@;@@;@1 373 623@;@3,66@;@0,41@;@5 156,0073@;@51,56@;@2@;@100@;@99,95@;@0,05@;@50@;@21,746
"1902301000"@;@11 500 841@;@3 028 553@;@217 382@;@244 750@;@155 724@;@18 852@;@1@;@100@;@8 670 818@;@98,14@;@97,49@;@4 991,9054@;@49,92@;@2@;@100@;@88,82@;@11,18@;@0@;@77,354
"1902309000"@;@6 494 243@;@415 203@;@6 146@;@6 146@;@6 146@;@@;@@;@@;@6 085 186@;@99,91@;@99,9@;@5 873,0989@;@58,73@;@2@;@100@;@100@;@0@;@50@;@81,244
"1902401000"@;@13 805@;@@;@5 496@;@5 496@;@@;@924@;@@;@@;@18 377@;@71,52@;@70,09@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@70,126
"1903000000"@;@14 410@;@@;@27 289@;@27 289@;@27 289@;@@;@@;@@;@41 699@;@34,56@;@34,56@;@8 708,3272@;@87,08@;@2@;@100@;@100@;@0@;@50@;@46,336
"1904101000"@;@546 223@;@785 828@;@1 891 635@;@2 042 690@;@1 790 250@;@103 067@;@@;@@;@2 334 791@;@22,41@;@18,98@;@2 663,4755@;@26,63@;@10@;@70@;@92,61@;@7,39@;@50@;@26,96
"1904109000"@;@1 407 250@;@351 706@;@97 238@;@97 238@;@97 236@;@6@;@@;@@;@1 152 776@;@93,54@;@91,56@;@4 929,8906@;@49,3@;@1@;@100@;@100@;@0@;@50@;@75,628
"1904209900"@;@687 574@;@112 080@;@330 392@;@330 392@;@237 008@;@93 384@;@@;@@;@812 502@;@67,54@;@59,34@;@6 845,7123@;@68,46@;@1@;@100@;@100@;@0@;@50@;@61,684
"1904300000"@;@167 122@;@1 114@;@9 853@;@9 853@;@9 593@;@271@;@@;@@;@175 590@;@94,43@;@94,39@;@7 745,7528@;@77,46@;@1@;@100@;@100@;@0@;@50@;@80,75
"1904908000"@;@132 678@;@124 047@;@2 831 208@;@3 504 374@;@2 732 057@;@99 811@;@@;@@;@2 864 075@;@4,48@;@1,15@;@9 342,7907@;@93,43@;@2@;@100@;@80,79@;@19,21@;@50@;@30,422
"1905100000"@;@109 520@;@7 171@;@6 575 677@;@8 464 508@;@6 562 963@;@39 933@;@8@;@91,25@;@6 645 264@;@1,64@;@1,05@;@9 059,3438@;@90,59@;@25@;@10@;@77,69@;@22,31@;@0@;@17,666
"1905201000"@;@64 984@;@@;@2 247 657@;@2 366 068@;@2 010 041@;@364 953@;@@;@@;@1 947 688@;@2,81@;@-15,4@;@5 324,1128@;@53,24@;@32@;@10@;@95@;@5@;@50@;@10,044
"1905203000"@;@155 994@;@24@;@17 320@;@24 238@;@17 320@;@@;@@;@@;@173 290@;@90,01@;@90,01@;@9 859,0082@;@98,59@;@3@;@100@;@71,46@;@28,54@;@50@;@84,206
"1905209000"@;@@;@@;@236 182@;@236 182@;@223 705@;@13 475@;@@;@@;@223 705@;@@;@-5,58@;@@;@0@;@4@;@70@;@100@;@0@;@50@;@8,384
"1905311100"@;@3 342 475@;@2 546 971@;@23 105 150@;@25 946 915@;@21 489 255@;@1 022 101@;@@;@@;@25 425 524@;@12,64@;@9,13@;@2 780,5531@;@27,81@;@47@;@10@;@89,05@;@10,95@;@50@;@15,682
"1905311900"@;@3 153 588@;@11 998 549@;@15 515 603@;@18 478 613@;@14 298 024@;@199 745@;@@;@@;@18 469 446@;@16,89@;@15,99@;@4 208,4503@;@42,08@;@17@;@40@;@83,97@;@16,03@;@50@;@24,354
"1905313000"@;@74 226@;@35 752@;@3 966 812@;@3 976 484@;@3 956 756@;@13 423@;@@;@@;@4 027 615@;@1,84@;@1,51@;@3 948,2623@;@39,48@;@3@;@100@;@99,76@;@0,24@;@50@;@19,438
"1905319100"@;@2 597 432@;@758 212@;@393 158@;@393 876@;@380 963@;@13 916@;@1@;@37@;@2 218 462@;@86,85@;@82,28@;@2 980,0336@;@29,8@;@6@;@70@;@99,82@;@0,18@;@0@;@62,696
"1905319900"@;@9 198 024@;@2 148 738@;@19 027 757@;@40 570 920@;@18 871 580@;@566 718@;@1@;@55,48@;@27 659 063@;@32,59@;@31,21@;@4 967,1436@;@49,67@;@18@;@40@;@46,9@;@53,1@;@0@;@36,078
"1905320500"@;@26 760@;@@;@4 145 884@;@4 493 578@;@4 023 398@;@436 194@;@@;@@;@3 736 450@;@0,64@;@-10,96@;@10 000@;@100@;@17@;@40@;@92,26@;@7,74@;@50@;@20,364
"1905321100"@;@4 909 960@;@876 248@;@826 115@;@1 214 094@;@709 468@;@112 103@;@@;@@;@4 747 724@;@85,6@;@82,6@;@2 382,454@;@23,82@;@9@;@70@;@68,04@;@31,96@;@50@;@67,06
"1905321900"@;@3 752 691@;@687 439@;@11 903 514@;@12 079 730@;@12 758 213@;@227 315@;@@;@@;@15 428 890@;@23,97@;@22,85@;@3 507,6623@;@35,08@;@3@;@100@;@98,54@;@1,46@;@50@;@32,058
"1905329100"@;@@;@119 424@;@122 324@;@122 324@;@122 324@;@@;@@;@@;@122 324@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"1905329900"@;@8 902 662@;@4 639 605@;@4 812 318@;@10 568 243@;@4 771 471@;@303 307@;@@;@@;@13 411 673@;@64,91@;@64,12@;@6 463,341@;@64,63@;@7@;@70@;@45,54@;@54,46@;@50@;@63,388
"1905401000"@;@8 897 340@;@22 542@;@9 839 981@;@9 880 744@;@9 569 912@;@308 757@;@@;@@;@18 428 564@;@47,48@;@46,6@;@9 233,9528@;@92,34@;@11@;@40@;@99,59@;@0,41@;@50@;@48,712
"1905409000"@;@775 403@;@10 341@;@7 902 626@;@7 902 626@;@424 743@;@7 478 469@;@@;@@;@1 199 560@;@8,94@;@-558,79@;@9 497,6423@;@94,98@;@14@;@40@;@100@;@0@;@50@;@-87,482
"1905901000"@;@16 592@;@@;@393 388@;@394 238@;@391 968@;@31 503@;@@;@@;@378 477@;@4,05@;@-3,94@;@10 000@;@100@;@9@;@70@;@99,78@;@0,22@;@50@;@25,332
"1905903000"@;@92 588@;@46 772@;@120 015 260@;@260 835 482@;@106 069 405@;@14 912 832@;@12@;@75,56@;@105 195 016@;@0,08@;@-14,09@;@6 319,5389@;@63,2@;@2 295@;@10@;@46,01@;@53,99@;@0@;@13,114
"1905904500"@;@1 746 860@;@53 958@;@1 459 427@;@1 704 631@;@1 453 716@;@185 117@;@1@;@54@;@2 967 212@;@54,48@;@50,81@;@5 525,4788@;@55,25@;@10@;@70@;@85,62@;@14,38@;@0@;@48,654
"1905905500"@;@6 534 844@;@835 490@;@2 500 712@;@2 785 133@;@2 500 712@;@276 838@;@@;@@;@7 923 228@;@72,32@;@68,44@;@2 639,4633@;@26,39@;@7@;@70@;@89,79@;@10,21@;@50@;@57,116
"1905906000"@;@17 153 692@;@4 992 818@;@165 364 923@;@172 378 339@;@151 021 700@;@16 314 671@;@@;@@;@166 203 944@;@9,4@;@0,5@;@4 698,0001@;@46,98@;@515@;@10@;@95,93@;@4,07@;@50@;@14,76
"1905909000"@;@4 167 746@;@605 068@;@20 768 927@;@51 430 512@;@18 521 404@;@2 333 942@;@9@;@87,91@;@22 602 731@;@16,71@;@8,11@;@6 800,7148@;@68,01@;@153@;@10@;@40,38@;@59,62@;@0@;@25,506
"2001100000"@;@223 895@;@2 758 246@;@2 561 989@;@2 691 972@;@1 646 804@;@1 449 054@;@1@;@56@;@1 336 830@;@8,04@;@-91,65@;@6 390,5276@;@63,91@;@17@;@40@;@95,17@;@4,83@;@0@;@-1,014
"2001901000"@;@159@;@@;@6 596 687@;@6 626 666@;@5 331 991@;@1 407 495@;@@;@@;@5 189 351@;@0@;@-27,12@;@10 000@;@100@;@5@;@70@;@99,55@;@0,45@;@50@;@19,076
"2001902000"@;@282 818@;@5 787@;@71 027@;@80 981@;@63 639@;@81 727@;@@;@@;@266 331@;@79,93@;@73,33@;@4 505,8821@;@45,06@;@2@;@100@;@87,71@;@12,29@;@50@;@67,138
"2001905000"@;@151 312@;@19 081@;@525 603@;@579 811@;@559 202@;@52 845@;@@;@@;@624 070@;@22,35@;@15,78@;@2 663,2903@;@26,63@;@4@;@70@;@90,65@;@9,35@;@50@;@26,496
"2001907000"@;@9 633@;@2 162@;@30 980@;@43 123@;@31 726@;@36 650@;@@;@@;@3 963@;@23,72@;@-681,73@;@3 481,2496@;@34,81@;@3@;@100@;@71,84@;@28,16@;@50@;@-106,358
"2001909100"@;@@;@@;@544 565@;@544 565@;@576 710@;@84 802@;@@;@@;@576 710@;@@;@5,57@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@13,614
"2001909200"@;@@;@@;@16 935 494@;@16 935 494@;@1 817 665@;@885 898@;@@;@@;@1 817 665@;@@;@-831,72@;@@;@0@;@3@;@100@;@100@;@0@;@50@;@-153,844
"2001909700"@;@@;@@;@789 612@;@797 314@;@443 023@;@417 177@;@@;@@;@443 023@;@@;@-78,23@;@@;@0@;@8@;@70@;@99,03@;@0,97@;@50@;@-6,046
"2002101000"@;@156 080@;@1 147@;@902 098@;@1 030 427@;@898 262@;@4 879@;@@;@@;@1 053 299@;@14,75@;@14,35@;@5 685,7143@;@56,86@;@4@;@70@;@87,55@;@12,45@;@50@;@27,97
"2002109000"@;@64 058@;@39 764@;@13 210@;@13 210@;@@;@13 210@;@@;@@;@24 294@;@82,9@;@45,62@;@5 236,3046@;@52,36@;@1@;@100@;@100@;@0@;@50@;@62,684
"2002901100"@;@8 970@;@400@;@4 672 554@;@4 690 152@;@3 537 704@;@2 187 110@;@@;@@;@2 494 414@;@0,19@;@-87,32@;@6 488,0043@;@64,88@;@11@;@40@;@99,62@;@0,38@;@50@;@-1,188
"2002901900"@;@22 407@;@383@;@24 098@;@24 098@;@12 731@;@9 211@;@@;@@;@37 294@;@48,18@;@35,38@;@4 036,1452@;@40,36@;@1@;@100@;@100@;@0@;@50@;@44,948
"2002903100"@;@317 036@;@2 963@;@3 687 346@;@3 716 759@;@2 592 541@;@1 855 238@;@@;@@;@2 149 144@;@7,92@;@-71,57@;@6 280,2554@;@62,8@;@6@;@70@;@99,21@;@0,79@;@50@;@7,854
